id,tweetText,tweetURL,type,tweetAuthor,handle,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL
1724511860219654569,https://t.co/GmyLsHJ58W,https://x.com/RobertoMadrazo_/status/1724511860219654569,tweet,Roberto Madrazo,@RobertoMadrazo_,7,3,41,125,3503,3,2023-11-14 13:37:22,,
1724511763960328504,https://t.co/TLLEJSnPZz,https://x.com/RobertoMadrazo_/status/1724511763960328504,tweet,Roberto Madrazo,@RobertoMadrazo_,5,0,35,98,3801,2,2023-11-14 13:36:59,,
1724505124813385992,"Que curioso es el discurso de Morena @TabascoJavier. 

Hablan de la corrupción de los gobiernos federales pasados, pero gracias al ahorro de los gobiernos “neoliberales” pudimos disponer de recursos para atender emergencias, enfermos y damnificados. 

En cambio desde que #Morena gobierna, se han dedicado a ordeñar los ahorros del gobierno federal, al grado de dejarnos sin recursos para #Acapulco y sin tratamientos para los enfermos.  

1️⃣ Por ejemplo, en 2018 los tres fondos de estabilización (FEIP, FEIEF Y FMP) contaban con 388 mil millones de pesos. Gracias a ese ahorro pudimos solventar el gasto público durante la pandemia. Pero hoy esos fondos han sido saqueados y reducidos en un 78%.

2️⃣ En 2020 antes de decretarse la extinción del #Fonden, el fideicomiso contaba con 33 mil millones de pesos. Si se hubiera mantenido el fideicomiso y la obligación del gobierno de destinar el 0.4% del gasto programable a la atención de desastres naturales, hoy tendríamos 53 mil millones de pesos para atender la emergencia por #Otis, es decir, el triple de lo que se tiene. 

3️⃣ Por su parte, el fideicomiso para atender enfermedades catastróficas, el #Fonsabi, ha sido utilizado para desviar miles de millones de pesos, pues a pesar de que en 2020 y 2021 las transferencias del gobierno federal al fideicomiso se triplicaron, el gasto para atender enfermedades catastróficas (como cáncer y VIH) se recortó a la mitad. 

Incluso, un estudio muy serio de @mexevalua asegura que el Fonsabi ha sido utilizado como un esquema de simulación para transferir recursos a la 
Tesorería de la Federación, a costa de la salud de los enfermos. 

Como verás, Morena ha saqueado los ahorros de los gobiernos pasados para construir el #TrenMaya, un tren que ha triplicado su costo inicial, que será la obra pública más cara de toda la historia de México y que no traerá beneficios a la población… pues los rendimientos que se obtengan (si es que algún día se obtienen) serán para los militares.

Por cierto, seguimos esperando aclaración de los sobres amarillos de Pío y Martín.",https://x.com/RobertoMadrazo_/status/1724505124813385992,tweet,Roberto Madrazo,@RobertoMadrazo_,136,17,844,2126,63872,23,2023-11-14 13:10:36,,
1724460793486569739,"Karla Quintana, la ex titular de la Comisión Nacional de Búsqueda, confirmó que renunció a su cargo debido a que el objetivo del nuevo censo que realiza el gobierno es maquillar y reducir las cifras de personas desaparecidas.

@kiquinta se rehusó a ser cómplice de los engaños del Presidente, por eso AMLO la acusa de conspirar en su contra.

Karla Quintana es una de las mejores especialista en derechos humanos en nuestro país. Es doctora en derecho por la UNAM, maestra en derecho por Harvard, licenciada en derecho por la UNAM y tiene un master por la Universidad de Barcelona.

Pero nada de eso importa, en el gobierno de los “otros datos” es más importante crear la ilusión de un gobierno que funciona... que hacer justicia a las víctimas.",https://x.com/RobertoMadrazo_/status/1724460793486569739,tweet,Roberto Madrazo,@RobertoMadrazo_,155,9,987,2001,32291,12,2023-11-14 10:14:26,,
1724228787737616544,"Funerarias de #Acapulco reportan 350 fallecidos por el huracán Otis. Y eso sin contar los cuerpos que no han podido rescatar debajo del mar. Ante un huracán categoría 5 no hay mucho que se pueda hacer, pero alertar a los que se encontraban en embarcaciones si era posible.

Sin embargo, al día de hoy no hay ningún funcionario responsable por la muerte de esas personas. 

La Coordinadora de #ProtecciónCivil, Laura Velázquez, que no tiene experiencia en la materia y que estudió historia del arte, sigue en su cargo a pesar de su negligencia criminal…",https://x.com/RobertoMadrazo_/status/1724228787737616544,tweet,Roberto Madrazo,@RobertoMadrazo_,72,10,273,681,17179,4,2023-11-13 18:52:32,,
1724190567897116986,".@m_ebrard no aparecerá en la boleta de 2024. Se quedará en Morena a pesar de haber denunciado fraude en las elecciones internas y el desvío de recursos de la Secretaría de Bienestar para la campaña de @Claudiashein. 

Prefiere acomodarse en el poder y traicionarse a sí mismo.",https://x.com/RobertoMadrazo_/status/1724190567897116986,tweet,Roberto Madrazo,@RobertoMadrazo_,64,5,161,519,7246,2,2023-11-13 16:20:39,,
1724128309318160660,"Los candidatos de Morena para las gubernaturas incluyen a: 

@ramirezlalo_ el líder de Morena en el senado que vive en un Penthouse de 22 millones de pesos en Polanco;

@ClaraBrugadaM la tres veces alcaldesa de Iztapalapa que no pudo abastecer de agua a la alcaldía ni garantizar la seguridad; 

@armentapuebla_ el ex presidente del senado que recibía 1 millón 600 mil pesos mensuales para viáticos, asesores, transporte, sueldo y alimentos; 
 
@TabascoJavier el director del Fonatur que no logró poner en marcha el Tren Maya, sólo acabar con el ecosistema; y, 

@rocionahle la secretaria de energía que no pudo refinar un solo litro de gasolina en Dos Bocas, pero si supo duplicar el costo de la obra.

¿Así quieren acabar con la corrupción y la impunidad?",https://x.com/RobertoMadrazo_/status/1724128309318160660,tweet,Roberto Madrazo,@RobertoMadrazo_,576,69,2449,4842,178021,51,2023-11-13 12:13:16,,
1723764606621884877,https://t.co/A02YSNLfS0,https://x.com/RobertoMadrazo_/status/1723764606621884877,tweet,Roberto Madrazo,@RobertoMadrazo_,14,2,70,233,11850,1,2023-11-12 12:08:02,https://pbs.twimg.com/media/F-wKxgJXsAAAUu6.jpg,
1723753102157787567,"De acuerdo con pruebas que presenta @luzelenachavez8 en su libro #ELGRANCORRUPTOR, en 2022 López Obrador desvió más de $41 mil millones de pesos del programa de Pensiones para Adultos Mayores, a través de inflar el padrón de beneficiarios. 

Esto representa el 15% del monto total destinado para adultos mayores en 2022.

Este gobierno usa el dinero de los más necesitados como caja chica…",https://x.com/RobertoMadrazo_/status/1723753102157787567,tweet,Roberto Madrazo,@RobertoMadrazo_,307,28,1665,3536,137988,31,2023-11-12 11:22:19,,
1723423928717128097,https://t.co/KEzuCfBx2b,https://x.com/RobertoMadrazo_/status/1723423928717128097,tweet,Roberto Madrazo,@RobertoMadrazo_,70,4,76,342,48974,3,2023-11-11 13:34:18,https://pbs.twimg.com/media/F-rU7aUW8AACBt1.jpg,
1723389548322013356,"Primera gran derrota de Sheinbaum. @OHarfuch ganó la encuesta por 14 puntos y fue el segundo candidato mejor posicionado de las 9 entidades, aún así Clara Brugada quedará como candidata a la jefatura de la #CDMX. 

El bastón lo tiene ella, el mando lo tiene AMLO.",https://x.com/RobertoMadrazo_/status/1723389548322013356,tweet,Roberto Madrazo,@RobertoMadrazo_,1153,65,1204,3805,93948,28,2023-11-11 11:17:42,,
1723013614821364082,"Ella es @SeleneAvilaF, la diputada de Morena que acusó a sus compañeros de bancada de simuladores y de traicionar los anhelos de justicia social. 

Ya hay oposición al interior de #Morena. https://t.co/i4Kc6Heni4",https://x.com/RobertoMadrazo_/status/1723013614821364082,tweet,Roberto Madrazo,@RobertoMadrazo_,191,20,975,2482,46947,11,2023-11-10 10:23:52,https://pbs.twimg.com/amplify_video_thumb/1723013553530302464/img/Ajx4MokxlXcx0G5W.jpg,https://video.twimg.com/amplify_video/1723013553530302464/vid/avc1/576x1024/YcfMLt-6THmLfLZI.mp4?tag=14
1722996656692457667,"Felicidades al Dr. Leonardo Lomelí por su nombramiento como nuevo Rector de la @UNAM_MX, y a la Junta de Gobierno, por preservar su autonomía en el proceso de sucesión.

Nuestra máxima casa de estudios deberá trabajar por conservar el pluralismo que caracteriza a nuestro país.",https://x.com/RobertoMadrazo_/status/1722996656692457667,tweet,Roberto Madrazo,@RobertoMadrazo_,7,0,27,108,2007,0,2023-11-10 09:16:29,,
1722686199746162776,"El “gobierno más humanista de la historia” no destinará una partida presupuestaria para #Acapulco. Todo el apoyo se dará de forma discrecional, opaca e irregular. 

Los empresarios cercanos a López Obrador recibirán contratos directos y harán grandes fortunas a costa de los más pobres. Esto es la 4T.",https://x.com/RobertoMadrazo_/status/1722686199746162776,tweet,Roberto Madrazo,@RobertoMadrazo_,65,17,275,518,10213,5,2023-11-09 12:42:50,https://pbs.twimg.com/media/F-g19suXYAAMGBL.jpg,
1722632523769843851,"En el programa de Ciro, @ArturoZaldivarL reconoció públicamente lo que varios sospechaban: su inclinación desde hace años a la Cuarta Transformación, un proyecto político. 

Con esta declaración admite haber violado durante años el principio de imparcialidad judicial que debe regir a todos los juzgadores.",https://x.com/RobertoMadrazo_/status/1722632523769843851,tweet,Roberto Madrazo,@RobertoMadrazo_,136,13,898,2015,48728,11,2023-11-09 09:09:33,,
1722376264013738308,"Con mucha tristeza lamento informar el fallecimiento de mi hermano Raúl. Isabel y yo nos unimos a la pena que embarga a sus hijos Carlos Madrazo Silva, Raúl Madrazo Silva y Paola Madrazo Rentería. 

Agradecemos a todos sus mensajes y muestras de apoyo en este difícil momento. Descanse en paz.",https://x.com/RobertoMadrazo_/status/1722376264013738308,tweet,Roberto Madrazo,@RobertoMadrazo_,476,26,200,2171,112315,6,2023-11-08 16:11:16,,
1722306503225577537,".@ArturoZaldivarL será el verdugo de la Corte a cambio de conseguir una posición en el poder. Desde el equipo de @Claudiashein buscará: 

1️⃣ Encabezar la contienda en contra del Poder Judicial, el nuevo enemigo político de la Cuarta Transformación. 

2️⃣ Debilitar al único contrapeso (la Corte) que ha podido frenar las decisiones autoritarias de López Obrador.

3️⃣ Dar al Presidente la oportunidad de nombrar a un perfil aún más radical para integrar a la #Corte. 

4️⃣ Impulsar una reforma judicial -que lejos de fortalecer el sistema de justicia- pretende que los ministros resuelvan a favor del mejor postor (al ser elegidos por voto popular favorecerán a sus patrocinadores). 

@ArturoZaldivarL traicionó su independencia judicial, a sus compañeros y su propia trayectoria… para acomodarse en el poder.",https://x.com/RobertoMadrazo_/status/1722306503225577537,tweet,Roberto Madrazo,@RobertoMadrazo_,149,20,839,1993,63248,14,2023-11-08 11:34:03,,
1722033727793205693,"La Asociación Mexicana de Marinas Turísticas estima que 200 personas de la industria perdieron la vida por #Otis, pero el gobierno insiste en reducir la cifra a 47 fallecidos. 

47 municipios requieren ayuda urgente, pero López Obrador ya dijo que solo son 2.

Miles de damnificados necesitan medicamentos, pero el gobierno presume que envió a 35 médicos cubanos. 

#AMLO está comprometido con su imagen… los medios de comunicación con el derecho de acceso a la información y con la libertad de expresión.",https://x.com/RobertoMadrazo_/status/1722033727793205693,tweet,Roberto Madrazo,@RobertoMadrazo_,141,12,782,1436,28002,8,2023-11-07 17:30:09,,
1721981067274432786,"Renuncia a la #SCJN Arturo Zaldivar.

Hace mucho que @ArturoZaldivarL perdió su independencia. Hoy admite estar estar al servicio de los intereses del Presidente López Obrador… y no de la Constitución. 

La 4T transformó a los jueces en actores políticos. https://t.co/jqp5xCqfqa",https://x.com/RobertoMadrazo_/status/1721981067274432786,tweet,Roberto Madrazo,@RobertoMadrazo_,182,13,678,1698,36637,4,2023-11-07 14:00:53,https://pbs.twimg.com/media/F-W0pu3XwAAQOf2.jpg,
1721970752679739557,@emeequis Cómo es posible si ya se acabo la corrupción????,https://x.com/RobertoMadrazo_/status/1721970752679739557,tweet,Roberto Madrazo,@RobertoMadrazo_,24,3,57,482,15233,1,2023-11-07 13:19:54,,
1721599931864023336,"A estas alturas nos queda muy claro que mientras que @XochitlGalvez esta a favor de la transparencia y la rendición de cuentas, otros como @Claudiashein y su clan de farsantes, están en contra de la libertad de expresión y del periodismo independiente @Arouet_V. 

Excelente investigación de @revistaetcetera",https://x.com/RobertoMadrazo_/status/1721599931864023336,tweet,Roberto Madrazo,@RobertoMadrazo_,16,1,86,240,7707,0,2023-11-06 12:46:24,,
1721579623572480167,"En 2007 tras las inundaciones de Tabasco, #AMLO exigía una partida del presupuesto federal para la reconstrucción del estado y la creación de una comisión de diputados y senadores para garantizar el destino de los recursos. 

Hoy que está en el poder, no habrá partida especial para reconstruir #Acapulco y llama “oportunistas” a la caravana de damnificados.

Que rápido paso de “primero los pobres” a primero el #TrenMaya…",https://x.com/RobertoMadrazo_/status/1721579623572480167,tweet,Roberto Madrazo,@RobertoMadrazo_,207,71,1637,2608,114308,35,2023-11-06 11:25:42,https://pbs.twimg.com/amplify_video_thumb/1721579567301709824/img/rWgbNfn5Y7N15rP4.jpg,https://video.twimg.com/amplify_video/1721579567301709824/vid/avc1/480x864/0R0frTmuRlv9E0UE.mp4?tag=14
1720578308537229552,https://t.co/RnT1GFb3T3,https://x.com/RobertoMadrazo_/status/1720578308537229552,tweet,Roberto Madrazo,@RobertoMadrazo_,8,1,47,153,10132,2,2023-11-03 17:06:50,"https://pbs.twimg.com/media/F-C40uAbMAADCVX.jpg,https://pbs.twimg.com/media/F-C40uAbMAEg8nC.jpg,https://pbs.twimg.com/media/F-C40uAaoAAVKOq.jpg",
1720578270910112126,"Confirma la #UNAM que el trabajo de titulación de @XochitlGalvez se trata de un reporte original que cumple con las modalidades para su propósito de titulación y le solicita enviar las referencias ausentes. 

Caso cerrado. 

La #UNAM advierte que no se prestará a una disputa político-electoral.",https://x.com/RobertoMadrazo_/status/1720578270910112126,tweet,Roberto Madrazo,@RobertoMadrazo_,202,27,806,2866,137727,15,2023-11-03 17:06:41,,
1720503197440082015,@SergioSarmiento https://t.co/ELpWBMYRdn,https://x.com/RobertoMadrazo_/status/1720503197440082015,tweet,Roberto Madrazo,@RobertoMadrazo_,12,1,133,293,10434,4,2023-11-03 12:08:22,https://pbs.twimg.com/media/F-B0iQ3XIAAJXUb.jpg,
1720494987903741969,"Hoy podría aprobarse el Presupuesto de Egresos para 2024. 

Los legisladores de Morena recortarán 13.2% el presupuesto del #INE, 7.6% el del #PoderJudicial y 6.4% el del #INAI… y ni un peso se asignará para la crisis en Guerrero. 

Los legisladores prefieren seguir despilfarrando en el #TrenMaya más de 120 mil millones de pesos.

Con ese monto podría reconstruirse Acapulco DOS VECES…",https://x.com/RobertoMadrazo_/status/1720494987903741969,tweet,Roberto Madrazo,@RobertoMadrazo_,248,20,908,2016,108217,11,2023-11-03 11:35:45,,
1719867227875512340,"Esto si es el colmo. La encargada de proteger a la población ante emergencias y desastres naturales, Laura Velázquez, Coordinadora Nacional de #ProtecciónCivil, NO tiene experiencia en este ámbito. 

Su trayectoria no incluye ningún cargo relacionado con la seguridad de las personas y sus estudios universitarios son en historia del arte. 

Habiendo tantos expertos en la materia, designan a los menos preparados… no quieren gente capaz, quieren obediencia ciega.",https://x.com/RobertoMadrazo_/status/1719867227875512340,tweet,Roberto Madrazo,@RobertoMadrazo_,100,12,704,1652,47146,11,2023-11-01 18:01:15,,
1719795569453875617,"Hay recursos suficientes para reconstruir Acapulco, pero tienen que salir del #TrenMaya, NO del Poder Judicial, les explico:

1. La reconstrucción de #Acapulco costará 61 mil millones de pesos. 

2. Antes de que los legisladores de Morena extinguieran el #FONDEN, el fideicomiso tenía 51 mil millones de pesos.  

3. Hoy la partida presupuestal para desastres naturales tiene solo 17 mil millones de pesos, pues el resto (34 mil mdp) lo desviaron para el #TrenMaya.  

4. El próximo año se planean destinar 120 MIL MILLONES DE PESOS ADICIONALES PARA EL TREN MAYA!!! Con esa cantidad de dinero se podría reconstruir Acapulco DOS VECES. 

5. Cómo ven, tiene razón @lopezobrador_, el dinero no es el problema… la cuestión es que el dinero debe salir del Tren Maya, NO del Poder Judicial. 

6. Es es una vil manipulación de AMLO pedirle a #NormaPiña que el dinero para la reconstrucción de Acapulco salga de los fideicomisos del Poder Judicial… si Norma Piña acepta su propuesta, los trabajadores del PJF estarán inconformes; si no acepta, la opinión pública estará inconforme…

No caigan en la trampa.",https://x.com/RobertoMadrazo_/status/1719795569453875617,tweet,Roberto Madrazo,@RobertoMadrazo_,846,63,1672,3663,139339,36,2023-11-01 13:16:30,,
1719425459505475797,@letroblesrosa https://t.co/dO4bkKOrOO,https://x.com/RobertoMadrazo_/status/1719425459505475797,tweet,Roberto Madrazo,@RobertoMadrazo_,85,13,436,869,45826,5,2023-10-31 12:45:49,"https://pbs.twimg.com/media/F9ygVo_XsAAEkep.jpg,https://pbs.twimg.com/media/F9ygVqRXEAAeSZ0.jpg",
1719425444930322803,"Miren nada más lo que es el doble discurso y la doble moral, el ex presidente del Senado, el morenista @armentapuebla_, recibió cada mes 1 millón 600 mil pesos entre sueldo, subvenciones, asesores, transporte, alimentos, viáticos y materiales.

¿Este es un ejemplo de austeridad @NachoMierV?",https://x.com/RobertoMadrazo_/status/1719425444930322803,tweet,Roberto Madrazo,@RobertoMadrazo_,1001,101,3390,6519,246886,49,2023-10-31 12:45:46,,
1719371893432615018,Aquí pueden ver las alertas del Centro Nacional de Huracanes de Miami horas antes de que impactara el huracán #otis,https://x.com/RobertoMadrazo_/status/1719371893432615018,tweet,Roberto Madrazo,@RobertoMadrazo_,92,6,269,578,11661,3,2023-10-31 09:12:58,,
1719088862960746924,https://t.co/MSmTLgdgHh,https://x.com/RobertoMadrazo_/status/1719088862960746924,tweet,Roberto Madrazo,@RobertoMadrazo_,14,2,101,239,20929,0,2023-10-30 14:28:18,"https://pbs.twimg.com/media/F9tuNOpaIAAB6hE.jpg,https://pbs.twimg.com/media/F9tuNOqagAAekUR.jpg,https://pbs.twimg.com/media/F9tuNOoaIAARq4h.jpg,https://pbs.twimg.com/media/F9tuNOraYAA_qQa.jpg",
1719087123251544310,"Aprovechando que al Presidente @lopezobrador_ le gusta el béisbol, estos son los 3 strikes a su gobierno. 

❌PRIMER STRIKE: A estas alturas queda muy claro que López Obrador fue (por lo menos) negligente en cuanto a anticiparse al huracán #Otis. 

20 horas antes de que Otis impactara en #Acapulco, el Centro Nacional de Huracanes de Miami alertó que la tormenta tropical Otis se convertiría en un huracán. 11 horas antes, alertó sobre la rápida evolución y fuerte intensidad que tomaba Otis (similar al huracán Patricia categoría 5) y 8 horas antes avisó que, para ese entonces, ya se esperaba un huracán categoría 4.

Sin embargo, el aviso fue ignorado. No fue sino hasta las ocho de la noche, que López Obrador subió un tuit avisando a la población que impactaría un huracán y se fue a dormir. A consecuencia de esto no se instalaron refugios, no se dio aviso oportuno a la población, no se estableció un puente aéreo, no se evacuaron a los turistas. Fue tanta la negligencia que el secretario de gobierno de #Guerrero inauguró la convención minera la noche del martes 24 de octubre. 

❌SEGUNDO STRIKE: Al día siguiente tampoco mejoró la respuesta del gobierno. El Presidente optó por trasladarse por tierra a #Acapulco a bordo de un jeep, que se quedó atascado en medio del lodo rodeado de sus altos mandos (la secretaria de seguridad Rosa Icela, el secretario de Defensa Luis Crescencio Sandoval y el de Marina Rafael Ojeda), distrayendo la atención del verdadero problema: los damnificados. 

La gobernadora de Guerrero, @EvelynSalgadoP no fue vista en Acapulco si no hasta la tarde del jueves. Por su parte la secretaria de gobernación @LuisaAlcalde, no supo asegurar el estado de derecho en la entidad. La rapiña rápidamente escaló para convertirse en un saqueo masivo de todos los comercios en Acapulco. Organizaciones criminales aprovecharon la ausencia de autoridades para vaciar las tiendas (pequeñas, medianas y grandes) e instaurar un mercado negro paralelo.  

❌TERCER STRIKE: Ante la insuficiente respuesta del gobierno para atender la emergencia en #Acapulco, preocupa lo que viene. 

Primero, por la falta de recursos. Con la extinción del fideicomiso para desastres naturales y su sustitución por un fondo para desastres naturales, se desviaron 30 mil millones de pesos del #FONDEN al Tren Maya. 

Segundo, porque surgen dudas sobre la transparencia en el manejo de recursos para la #reconstrucción. Los contratos que otorgue el gobierno serán etiquetados como asunto de “seguridad nacional”, por lo que se manejaran con total opacidad, dando pie a la corrupción. Muy probablemente unos cuantos cercanos al gobierno harán negocios multimillonarios a costa de los más pobres.  

Tercero, porque sin viviendas, sin comercios, sin mercancías, sin hoteles, sin centros nocturnos, sin restaurantes, no habrá fuente de ingresos para la población, los pobres se empobrecerán aun más. 

Ahora si, el Presidente esta OUT.",https://x.com/RobertoMadrazo_/status/1719087123251544310,tweet,Roberto Madrazo,@RobertoMadrazo_,507,30,1158,2824,95576,28,2023-10-30 14:21:23,,
1718683053340676280,https://t.co/vqOGIX2rQQ,https://x.com/RobertoMadrazo_/status/1718683053340676280,tweet,Roberto Madrazo,@RobertoMadrazo_,236,27,150,521,142221,18,2023-10-29 11:35:46,,
1718682081977565474,"Sr. Presidente @lopezobrador_, a propósito de este video: 

1. Es tiempo de que deje de culpar al pasado y a sus opositores, y empiece a asumir su responsabilidad y a actuar como jefe de Estado.

2. Si usted hubiera invertido en los 25 radares que hacían falta para renovar el sistema meteorológico, hubiera podido anticiparse al #huracan; en cambio, destinó todos los recursos de obra pública en sus obras faraónicas para poder otorgar contratos directos a sus aliados y saquear las arcas públicas para su partido.

3. La razón por la que se esconde en su #Palacio entre sus aduladores -en lugar de coordinar las labores desde Acapulco- se debe a que no soportaría escuchar los reclamos del descontento social, por eso opta por enviar a @LuisaAlcalde a pesar de que carece de experiencia. 

4. Acapulco no sólo sufre las consecuencias del huracán, si no también las del crimen organizado. #Acapulco es tierra de nadie, gracias a los abrazos que usted reparte a los criminales. 

5. La poca ayuda que ha podido llegar es gracias a la solidaridad de la #sociedad civil organizada (esa que usted aborrece); pero como a usted solo le importa su imagen y los votos, ha ordenado retener toda la ayuda que manda la gente para empacarla en cajas del gobierno y entregarla a nombre de usted, a pesar de que esto entorpece la distribución.

6. La gestión es tan mala que en 4 días solo han podido repartir 8,179 despensas y 16,080 litros de agua, para una población de casi 800,000 habitantes.

7. Finalmente, si no hubiera estado tan ocupado extinguiendo los fideicomisos del #PoderJudicial, tal vez hubiera prestado atención a las advertencias del CNH de Miami que alertaba sobre la inminente formación de un huracán, e hubiera tomado precauciones para proteger al “pueblo bueno y sabio”. Pero no fue así. Una vez más su ambición fue más grande que su sentido de responsabilidad.",https://x.com/RobertoMadrazo_/status/1718682081977565474,tweet,Roberto Madrazo,@RobertoMadrazo_,2875,303,6970,16632,731397,204,2023-10-29 11:31:54,,
1718467902846681514,Empacando los donativos de la sociedad a nombre del gobierno. No tienen límites. https://t.co/zyXz9RdfES,https://x.com/RobertoMadrazo_/status/1718467902846681514,tweet,Roberto Madrazo,@RobertoMadrazo_,66,21,505,1052,20300,7,2023-10-28 21:20:50,https://pbs.twimg.com/media/F9k5cHRbMAAZBmU.jpg,
1718352527731638483,"@LuisaAlcalde @GobiernoMX @Aeromexico @VivaAerobus @viajaVolaris En dos días evacuaron a 387 turistas de 40,000 que están varados… es decir a menos del 1%… si no pueden, mejor renuncien",https://x.com/RobertoMadrazo_/status/1718352527731638483,tweet,Roberto Madrazo,@RobertoMadrazo_,3,0,5,47,557,0,2023-10-28 13:42:22,,
1718294471862071780,"El gobierno de #AMLO quiere controlar la ayuda humanitaria para hacer un control de daños de su imagen. Decidió enviar casa por casa a los Siervos de la Nación a levantar censos y dar apoyos directos.

Con este “plan maestro” ayer se repartieron 7,000 litros de agua y 7,500 despensas en una población de casi 800,000 habitantes. Es decir, ayer el 99% de la población NO recibió ayuda del gobierno. 

Y no acaba ahí. Las organizaciones criminales saquearon los comercios y ahora venden en el mercado negro un pollo a 600 pesos, y un litro de agua en 200 pesos… mientras que la alcaldesa de Acapulco, #AbelinaLópez, los justifica y les llama
COHESIÓN SOCIAL. 

No lo olviden, a @lopezobrador_ le preocupan más los votos que atender a las personas, le importa más que los siervos de la nación limpien su imagen casa por casa, que atender la crisis humanitaria… total en su mundo de los otros datos solo fueron 27 personas fallecidas y “tuvimos suerte”.",https://x.com/RobertoMadrazo_/status/1718294471862071780,tweet,Roberto Madrazo,@RobertoMadrazo_,360,55,1998,4980,212795,41,2023-10-28 09:51:41,,
1718261910838387073,"@LuisaAlcalde @GobiernoMX @SEDENAmx @SEMAR_mx @GN_MEXICO_ 7,000 litros de agua en una población de 700,000 habitantes… no pues que tranquilidad…",https://x.com/RobertoMadrazo_/status/1718261910838387073,tweet,Roberto Madrazo,@RobertoMadrazo_,8,1,23,154,2295,0,2023-10-28 07:42:17,,
1717958884068135396,"La situación de #Acapulco podría derivar rápidamente en una crisis humanitaria. Las autoridades están completamente rebasadas. No han restablecido los servicios de primera necesidad. No hay luz, agua potable, combustible, vías de acceso, comida ni medicamentos. La rapiña se apodera rápidamente de lo poco que queda. 

Tampoco hay autoridad ni liderazgos.

El Presidente @lopezobrador_  sigue sin tener idea de cómo afrontar la crisis. No conoce la magnitud de los daños ni los saldos.

Sin plan y sin estrategia se esconde en su Palacio, detrás de sus aplaudidores y de pseudo periodistas que lo eximen de su responsabilidad.

No ha querido trasladarse al lugar de los hechos porque sabe que el DESCONTENTO SOCIAL pondrá en duda su popularidad y cuestionará su capacidad para gobernar (conocemos bien su dicho: 90% de lealtad, 10% de capacidad).

En cambio el Presidente se dedica a hablar desde el púlpito de las mañaneras de su nivel de aprobación, de polarizar a la sociedad y de culpar al “grupo conservador”.

Una vez más todo se trata de él… él es la víctima, él es el damnificado.

La reconstrucción de Acapulco tomará años y miles de millones de pesos. El quebranto al turismo dejará a cientos de miles de habitantes sin empleos y sin fuentes de ingreso por mucho tiempo. #Guerrero se empobrecerá aun más y la crisis de seguridad empeorará.

El huracán #Otis puso al descubierto una realidad difícil de aceptar para quien vive en un engaño: el gobierno “más humanista” de la historia le falló a los más pobres, pues López Obrador nunca supo dejar el protagonismo y gobernar para todos los mexicanos.",https://x.com/RobertoMadrazo_/status/1717958884068135396,tweet,Roberto Madrazo,@RobertoMadrazo_,491,40,1093,2421,66759,18,2023-10-27 11:38:10,,
1717684575214731398,@LeonKrauze https://t.co/v5VXRRvsJh,https://x.com/RobertoMadrazo_/status/1717684575214731398,tweet,Roberto Madrazo,@RobertoMadrazo_,47,3,92,323,14226,1,2023-10-26 17:28:10,https://pbs.twimg.com/media/F9ZxA_TWoAA0Dnw.jpg,
1717684564590580050,"Cuando el huracán Katrina devastó la ciudad de Nueva Orleans le tomó al gobierno de Estados Unidos 5 años y 200 mil millones de dólares reconstruirla. 

Nuestra partida presupuestal para desastres naturales apenas llega a 1 mil mdd.

¿De dónde saldrá el resto de los recursos? 

¿De la SEDENA? ¿Del IMSS @zoerobledo? ¿Del gobierno de Guerrero @EvelynSalgadoP? ¿De la Secretaría de Turismo @TorrucoTurismo? ¿Del Fonatur @TabascoJavier? ¿La iniciativa privada estará dispuesta a rescatar Acapulco?

Este gobierno se ha dedicado a despilfarrar recursos en obras inútiles que empeoran el cambio climático, ahora los pobladores serán victimas no sólo del huracán, si no también de la ineptitud del gobierno.",https://x.com/RobertoMadrazo_/status/1717684564590580050,tweet,Roberto Madrazo,@RobertoMadrazo_,1134,58,1163,3423,148105,34,2023-10-26 17:28:07,,
1717555509409317061,@bereaguilarv @Lizgottik Asi es @bereaguilarv,https://x.com/RobertoMadrazo_/status/1717555509409317061,tweet,Roberto Madrazo,@RobertoMadrazo_,0,0,0,4,50,0,2023-10-26 08:55:18,,
1717555082567520623,"Un tuit un par de horas antes de que impactara el huracán Otis en Acapulco fue todo lo que el gobierno de López Obrador y de @EvelynSalgadoP pudo hacer para proteger a la población ante este fenómeno natural???

Saben cuantas vidas humanas y bienes materiales se hubieran salvado si se hubieran tomado las debidas precauciones… 

Los hospitales hubieran podido trasladar a los enfermos a otras ciudades, los turistas regresar a sus ciudades, las casas asegurar puertas y ventanas, los pobladores resguardar sus pertenencias, los comercios sus mercancías… ahora esta gente quedó sin nada, sin casa, sin camas, sin alimentos ni medicinas… 

Que no los engañen, en otras partes del mundo los huracanes son vigilados  muchos días antes, se proyecta la trayectoria y se toman medidas oportunas, es falso que no había nada que hacer… 

Que no quepa duda esto es negligencia criminal…",https://x.com/RobertoMadrazo_/status/1717555082567520623,tweet,Roberto Madrazo,@RobertoMadrazo_,177,14,432,885,45972,6,2023-10-26 08:53:36,https://pbs.twimg.com/media/F9X7PkZasAAdvPL.jpg,
